rank,programme_name,institution,job_title,job_url,hybrid_score,semantic_score,top_skill_gaps
1,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT sistemų testuotojas (-a),https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-13761915,0.2155,0.5587,
2,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT SISTEMŲ ADMINISTRATORIŲ (-Ę),https://en.cvbankas.lt/it-sistemu-administratoriu-e-vilniuje/1-13734017,0.2154,0.5325,
3,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT skyriaus vadovas (-ė),https://en.cvbankas.lt/it-skyriaus-vadovas-e-vilniuje/1-13758531,0.2137,0.5854,
4,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT administratorius (-ė),https://en.cvbankas.lt/it-administratorius-e-kaune/1-13637509,0.1786,0.5718,
5,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT Vadovas (-ė),https://en.cvbankas.lt/it-vadovas-e-kaune/1-13700339,0.1627,0.5794,
6,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT sistemų testuotojas (-a),https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-13736493,0.1536,0.5467,
7,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT VERSLO ANALITIKAS (-Ė),https://en.cvbankas.lt/it-verslo-analitikas-e-vilniuje/1-13685665,0.143,0.562,
8,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,Cyber Security Specialist,https://en.cvbankas.lt/cyber-security-specialist-vilniuje/1-13680669,0.1394,0.5658,
9,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,KIBERNETINIO SAUGUMO VADOVAS (-Ė),https://en.cvbankas.lt/kibernetinio-saugumo-vadovas-e-kaune/1-13760617,0.139,0.5989,
10,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,SENIOR ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,https://en.cvbankas.lt/senior-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753585,0.1376,0.5666,
1,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT skyriaus administratorius (-ė),https://en.cvbankas.lt/it-skyriaus-administratorius-e-klaipedoje/1-13740999,0.1968,0.5056,
2,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,KIBERNETINIO SAUGUMO VADOVAS (-Ė),https://en.cvbankas.lt/kibernetinio-saugumo-vadovas-e-kaune/1-13760617,0.1567,0.5711,
3,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT INFRASTRUKTŪROS ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/it-infrastrukturos-administratorius-e-klaipedoje/1-13736439,0.1564,0.5119,
4,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,OSINT Specialistas,https://en.cvbankas.lt/osint-specialistas-vilniuje/1-13474247,0.1511,0.5199,
5,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT sistemų administratorius (-ė),https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13756627,0.1506,0.5141,
6,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IRT specialistas (-ė) (SOC ir IT saugos sritis) | Technologijų skyrius,https://en.cvbankas.lt/irt-specialistas-e-soc-ir-it-saugos-sritis-technologiju-skyrius-vilniuje/1-13733709,0.1404,0.5053,
7,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT Compliance & Process manager,https://en.cvbankas.lt/it-compliance-process-manager-vilniuje/1-13722075,0.1323,0.4979,
8,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT Vadovas (-ė),https://en.cvbankas.lt/it-vadovas-e-kaune/1-13700339,0.1244,0.5256,
9,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,SAP DATA Services Developer with verification,https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.115,0.4955,
10,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,Vyr. sistemų analitikas (-ė) (Gyventojų registrui),https://en.cvbankas.lt/vyr-sistemu-analitikas-e-gyventoju-registrui-vilniuje/1-13737929,0.1146,0.5161,
1,Information Systems,Kaunas University of Technology,Verslo sistemų ir procesų analitikas (-ė),https://en.cvbankas.lt/verslo-sistemu-ir-procesu-analitikas-e-vilniuje/1-13699299,0.2138,0.5018,
2,Information Systems,Kaunas University of Technology,IT ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/it-administratorius-e-klaipedoje/1-13759179,0.1932,0.5299,
3,Information Systems,Kaunas University of Technology,IT INFRASTRUKTŪROS ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/it-infrastrukturos-administratorius-e-klaipedoje/1-13736439,0.1927,0.5307,
4,Information Systems,Kaunas University of Technology,IT skyriaus administratorius (-ė),https://en.cvbankas.lt/it-skyriaus-administratorius-e-klaipedoje/1-13740999,0.1821,0.5152,
5,Information Systems,Kaunas University of Technology,IT sistemų administratorius (-ė),https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13756627,0.1719,0.5049,
6,Information Systems,Kaunas University of Technology,Duomenų inžinierius (-ė) – analitikas (-ė),https://en.cvbankas.lt/duomenu-inzinierius-e-analitikas-e-kaune/1-13706283,0.1545,0.5143,"digital data processing; data extraction, transformation and loading tools; data analytics"
